Id,SalePrice
1461,165749.77376186266
1462,240448.29675646604
1463,165127.333640394
1464,217417.08962369003
1465,193288.99776560665
1466,178663.889807879
1467,194918.63889781275
1468,168612.0212693095
1469,207832.6807598091
1470,120345.8689285327
1471,201014.47145062673
1472,155954.97322726098
1473,151716.25466991946
1474,199322.3404382649
1475,203577.56812340405
1476,323815.12207059795
1477,239155.41778717394
1478,305827.9712281628
1479,287325.41627455235
1480,452622.7436783095
1481,276726.939925034
1482,252279.3150071263
1483,189605.8296494491
1484,179015.39068365243
1485,192415.01754141538
1486,195302.4167306242
1487,231982.29376959088
1488,233155.3615931057
1489,171132.84109303885
1490,188764.74601226285
1491,216786.60589142956
1492,124519.83762422008
1493,299929.70874677197
1494,292991.166409625
1495,253615.05634650926
1496,224083.6184935785
1497,154847.15069807155
1498,161637.69551125015
1499,141674.95729712222
1500,144352.30554981256
1501,188343.4541630393
1502,149340.42340057256
1503,222731.62444623612
1504,225335.28005518558
1505,203437.16571235357
1506,203166.22577423436
1507,285074.2183228444
1508,176672.66747025106
1509,188734.9483796709
1510,170947.3296079962
1511,129907.79829466577
1512,216776.89513911685
1513,192153.8814530259
1514,231338.6249596705
1515,220790.05742430434
1516,227422.8066426687
1517,225706.4532131328
1518,213792.353741305
1519,215616.03207364833
1520,142313.74929468374
1521,159612.83347113885
1522,314398.63555821957
1523,132206.64412112595
1524,161790.57354167197
1525,175048.9031799271
1526,181163.52402436777
1527,120961.26767858364
1528,170246.93532098187
1529,186001.66287186756
1530,213056.9206749614
1531,172377.87460166236
1532,128556.28361914483
1533,177826.86635890778
1534,147045.4434510917
1535,175600.95891638313
1536,111410.73061547919
1537,93127.8340196475
1538,189688.64637127268
1539,243268.09285997634
1540,148058.0918465324
1541,211327.88422069096
1542,189720.0733333275
1543,175174.8893095043
1544,113858.91336541182
1545,119193.33458550533
1546,218204.10065959915
1547,197230.22146174486
1548,173743.4463636387
1549,116960.71076332503
1550,138198.53759898932
1551,134733.57117347425
1552,204215.07709176332
1553,174135.2950550073
1554,155034.8641759406
1555,263244.5063530527
1556,119716.87705595317
1557,91573.99882622542
1558,167800.15139274337
1559,103236.64226332463
1560,170858.76599514636
1561,147311.12407194873
1562,202006.09986483236
1563,167883.92848275413
1564,146158.06928878886
1565,253552.90966700355
1566,208246.0699425309
1567,110230.2290362821
1568,248803.98563650227
1569,162172.53361206196
1570,247403.3564422472
1571,177648.05268206183
1572,165829.96086315188
1573,175939.16367057367
1574,193474.78278720635
1575,245620.85366607876
1576,226985.32418484832
1577,176520.7998203195
1578,191961.98709920072
1579,137025.8091228165
1580,205864.63598468748
1581,244849.14474291343
